34.041495	-117.920424
45.585469	-122.566952
36.081775	-86.742588
40.912901	-73.945979
37.446952	-89.545689
47.23738	-99.241692
41.005016	-73.841165
36.496111	-97.665207
40.788546	-73.537423
34.762935	-81.305594
40.694668	-74.266127
34.100843	-101.855724
44.159702	-93.966186
46.172421	-118.272771
37.873519	-122.229023
35.201897	-118.874917
33.543147	-117.697136
41.112582	-83.618598
40.284689	-76.936726
40.931948	-73.796703
44.55385	-89.612146
33.099218	-96.821914
35.272701	-80.797631
47.828799	-114.103987
36.155863	-115.17043
28.627692	-81.389639
42.946917	-78.888442
31.360144	-85.426476
30.334247	-81.624743
37.798104	-120.724742
37.644887	-121.894301
41.177984	-81.729258
28.057515	-82.494999
46.129743	-67.931617
41.404726	-82.740404
44.821219	-72.328488
40.470502	-79.986416
32.796252	-96.792513
34.182274	-118.377462
40.784954	-74.10783
29.736048	-95.506393
35.941808	-79.616917
42.517899	-82.900575
40.249353	-75.281417
40.667387	-74.103196
32.230222	-90.279474
32.803561	-96.959833
40.510621	-74.371465
44.267027	-75.238307
29.839795	-94.94597
34.064528	-117.533788
33.959542	-118.350135
33.714983	-84.361905
40.014746	-75.154086
41.807494	-71.437206
32.726522	-103.449364
36.348291	-102.091839
37.844076	-122.206861
40.303518	-111.537837
31.239914	-85.465948
35.881566	-79.012324
38.925868	-77.003402
41.126104	-76.692923
36.056926	-100.168887
29.628502	-94.983695
41.630881	-87.699141
39.04286	-84.471345
38.929902	-94.805099
41.359649	-73.247466
33.884513	-84.262083
46.282788	-94.039245
37.125687	-93.187714
33.636643	-117.807192
43.295207	-123.342025
39.269624	-87.488407
37.493246	-81.377173
32.779379	-79.872784
25.783134	-80.278347
43.081656	-75.394144
40.842037	-111.934837
35.178157	-84.819181
33.744235	-117.529305
35.276213	-120.580082
35.866988	-106.260258
41.829946	-87.848451
32.913847	-96.890125
37.820002	-122.225084
42.971344	-90.071918
30.326328	-88.81725
39.87173	-75.152257
32.287486	-90.201405
29.918822	-95.550229
33.750048	-116.603163
42.441687	-83.285118
40.661861	-74.143555
38.44552	-96.289823
33.789004	-117.827083
42.915324	-91.136825
40.051387	-75.143039
36.177235	-86.818158
42.80037	-83.681846
28.482824	-81.42345
39.529245	-79.298239
45.450962	-122.785808
33.916675	-84.348359
38.607385	-90.39952
40.858389	-73.947162
31.195788	-92.393025
33.687914	-84.370236
29.425866	-98.498948
32.711437	-97.24211
40.706252	-74.13576
43.074693	-88.180337
39.715474	-84.24019
46.391263	-118.942448
27.947526	-82.054735
33.936578	-84.131275
34.12892	-81.166023
39.960493	-75.271348
43.726024	-116.229627
44.039098	-71.902075
35.299227	-119.095074
33.921148	-84.177326
38.02306	-84.517463
35.305029	-120.539291
43.137609	-95.138107
40.80105	-73.890073
44.314187	-68.374785
31.311649	-89.303403
45.560665	-122.574024
32.881597	-117.096657
36.138764	-86.67649
33.409934	-112.032709
41.615092	-83.599182
36.858675	-119.836545
33.487438	-86.727848
41.728099	-72.596446
42.260049	-88.976367
42.359729	-71.363369
39.857703	-86.330132
43.502828	-83.316676
40.472714	-86.180037
37.408238	-82.303556
36.145318	-83.36819
41.269702	-104.846327
39.350853	-76.588722
25.868061	-80.227056
32.865415	-79.970572
44.233655	-88.358693
33.563997	-112.143769
36.318691	-85.459981
39.66163	-75.585431
38.86959	-76.998836
21.452057	-157.953007
39.665144	-105.122742
42.532012	-83.246891
27.945187	-82.525593
38.777767	-81.664818
38.534249	-75.581314
37.602694	-77.356035
33.088677	-96.928344
35.114195	-106.618562
39.558807	-104.897357
43.096854	-89.446994
42.20434	-87.952204
37.185789	-99.241364
41.704919	-72.722268
42.830986	-86.00956
45.054029	-89.569892
37.76787	-87.244283
36.128669	-96.983196
37.893682	-122.141024
45.255638	-89.77982
34.610483	-91.988093
37.122263	-80.567259
34.901721	-102.528766
40.001383	-102.690205
45.400945	-118.17575
29.446069	-98.633318
40.314581	-85.55304
40.822998	-96.731916
37.460904	-121.934722
41.603493	-87.475761
40.562202	-77.202938
34.085959	-118.294927
48.85718	-105.334052
39.829989	-74.981455
37.531682	-77.465804
39.913214	-76.791786
36.181474	-96.042848
41.012267	-85.22566
32.365818	-90.209648
27.554908	-82.630919
33.817576	-116.641439
40.836817	-74.019179
28.853367	-95.445317
44.652761	-85.276599
44.889299	-93.334886
31.013774	-84.84983
36.084389	-86.767514
30.116697	-97.820467
33.999235	-84.38369
39.447819	-112.345646
41.609526	-87.230492
42.011794	-86.425818
40.907531	-96.64581
36.048715	-116.218677
39.184977	-84.595448
42.573148	-73.786745
33.787203	-84.475241
34.078548	-118.291237
37.651323	-122.345876
39.67637	-86.060737
33.49409	-111.946234
42.057292	-87.81742
40.840384	-89.033519
36.479247	-86.119288
43.030185	-87.813779
33.894227	-80.985256
29.759176	-95.341326
29.945843	-95.287724
34.117876	-84.190878
34.945533	-82.527507
39.907083	-75.229953
40.773696	-73.938948
32.575936	-99.644226
40.23158	-74.424613
32.796172	-96.845133
31.980562	-85.767437
37.742715	-113.285059
45.430699	-122.60655
42.116376	-72.558709
41.011499	-85.124414
42.477024	-71.134744
41.097485	-85.205955
40.004846	-80.81915
43.594078	-84.871256
32.337402	-83.650999
45.036786	-93.304386
42.179493	-88.237102
45.61325	-122.711795
44.761465	-93.077348
39.443833	-119.909996
37.692523	-86.99901
32.433856	-94.616759
44.686443	-123.066361
39.697997	-86.186808
40.079631	-75.1455
45.967445	-117.525381
29.828656	-85.31417
40.125438	-75.283786
35.571845	-88.818548
41.501596	-81.461715
39.722789	-84.175179
39.857704	-75.198741
27.911251	-82.555346
46.857362	-117.063617
38.028373	-78.645286
44.607142	-87.968246
26.340167	-81.751396
37.28918	-88.703164
40.628999	-74.176047
41.358485	-81.551083
43.768319	-70.347403
37.258533	-101.267625
45.471879	-122.709957
44.617177	-88.030292
30.48821	-91.107505
34.099911	-118.245081
30.755539	-86.424984
25.690075	-80.275053
30.03268	-90.251046
35.94633	-78.867839
34.139463	-118.407085
39.545975	-105.846314
